user_key,screen_name,published_at,type,lang,text_model
2002kingfox,2002Kingfox,2025-03-09 20:38:57+00:00,tweet,fa,تکراریه ولی ممکنه ندونید! چنگیز بابای توماج از مجاهدین تواب و آدم فروشای رژیم بود که کلی از دوستان و نزدیکانش رو فروخته! اسم چنگیز هم برای ایرانستیز واقعا مناسبه👌 #توله_مجاهد #IranRegimeChange Maximum support for the Iranian people URL
2002kingfox,2002Kingfox,2025-03-09 09:43:36+00:00,reply,en,"@USER IT IS KHAMENEI! Khamenei is a psychopathic criminal who must be stopped. It's time for maximum support for the Iranian people to fight! With the overthrow of the Iranian regime and the return of the Shah in exile #KingRezaPahlavi, peace and tranquility will return to the world. URL"
2002kingfox,2002Kingfox,2025-03-09 01:10:52+00:00,tweet,en,@USER @USER IT'S time to maximum support for the Iranian people! #CyrusAccords #KingRezaPahlavi‌ URL
2002kingfox,2002Kingfox,2025-03-08 23:33:18+00:00,tweet,fa,اون جانبازی که امام جمعه کازرون رو به درک واصل کرد رو یادتونه!؟ مردم ایران جونشون به لب رسیده. مبارزان دلیر و از جان گذشته ایران طومار اهریمن رو خواهند پیچید! #رضاشاه_روحت_شاد #IranRegimeChange URL
2002kingfox,2002Kingfox,2025-03-08 20:54:18+00:00,tweet,fa,ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه ایذه #ایذه
2002kingfox,2002Kingfox,2025-03-08 13:48:50+00:00,tweet,fa,در سیاهترین سالها، تاریکترین روزها، این تو بودی که باعث میشدی بگیم بالاخره یه روز خوب میاد، یروز پسر شاه میاد. اگر میبینی چشمامون خیسه دلیلش تویی @USER . تویی که این نور کم سو اما ابدی رو روشن نگه داشتی! #شاهنشاه_روحت_شاد #رضاشاه_روحت_شاد #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-08 08:56:53+00:00,tweet,fa,در بین تمام بدبختی‌هایی که بر سر ما اومد لااقل این شانس رو داشتیم که #شاه زنده ماند. آنچه باعث شد که ما مسیری بغیر از عراق، لیبی، سوریه، افغانستان و... طی کنیم و سرنوشت دیگه ایی داشته باشیم #شاهنشاه_رضا_پهلوی است. #پاینده_ایران_جاویدشاه #KingRezaPahlavi #ReturnTheSHAHofİran URL
2002kingfox,2002Kingfox,2025-03-08 01:42:29+00:00,tweet,fa,عمو مانوک عزیزم 💙 #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-07 23:14:23+00:00,tweet,fa,بخونید😏👇 #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-07 14:01:57+00:00,tweet,fa,این دیوار ساخته شده توسط اپوزیسیون فیک بین ملت و شاهنشاهی باید فرو بریزد! #KingRezaPahlavi #CyrusAccords
2002kingfox,2002Kingfox,2025-03-07 12:09:35+00:00,reply,en,@USER @USER @USER @USER No one can hurt the Israelis anymore! No one can hurt the Iranians anymore! Together we will win and become the world's superpower. #CyrusAccords #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-07 12:01:22+00:00,tweet,fa,تاریخ انقضا: هرگز!💔 #جاویدشاه URL
2002kingfox,2002Kingfox,2025-03-07 10:51:30+00:00,tweet,fa,آقای کیوان عباسی @USER توهین به شعور مخاطب رو متوقف کنید! برای بار دوم به شما این فرصت داده شده، اطمینان میدیم که بار سومی در کار نیست! #KingRezaPahlavi #CyrusAccords #توله_مجاهد #جاویدشاه URL
2002kingfox,2002Kingfox,2025-03-06 23:04:43+00:00,reply,fa,بازسازی ایران، سرازیر شدن ثروت به ایران و آقایی ایران در جهان بسیار نزدیک است. ملت ایران شریک نظم جدید جهانی و همراه آن است! مهیای نبرد نهایی شوید! #CyrusAccords #پاینده_ایران_جاویدشاه «پایان قسمت اول» URL
2002kingfox,2002Kingfox,2025-03-06 22:53:13+00:00,reply,fa,در این زمینه مثل بقیه زمینه ها پهلوی هست. پهلوی باوجودیکه متحد غرب بود اما روابط خودرا با روسها بخوبی و حتی باوجود نارضایتی غرب حفظ کرد. روسها از یک دشمن متجاوز در دوران قاجار تبدیل به یک رقیب که به قدرت ایران احترام میگذاشت تبدیل شدند. همچنین ایران هرگز پایگاه نظامی و اتمی غرب URL
2002kingfox,2002Kingfox,2025-03-06 22:52:27+00:00,tweet,fa,معامله قرن؛ «قسمت اول» چرا پوتین عاقا را خواهد فروخت!؟ #رشته_توئیت پروپاگاندای بی بی بی و عینترنشنال و کارشناسان خودفروخته و ایران ستیز آن مدام سعی میکنن با جنگ روانی رژیم همراهی و معامله پوتین بر سر بقای ج ا رو امری در تضاد با منافع روسیه نشان دهند درصورتیکه اینطور نیست و چنانچه URL
2002kingfox,2002Kingfox,2025-03-06 13:23:06+00:00,tweet,fa,آخر شب رشته توئیت جالبی داریم✌️ #IranRegimeChange #KingRezaPahlavi
2002kingfox,2002Kingfox,2025-03-06 12:11:51+00:00,tweet,ar,ارباب دستور داده سلاح متعارف هم حق ندارن داشته باشن😏! #KingRezaPahlavi
2002kingfox,2002Kingfox,2025-03-05 16:19:59+00:00,tweet,fa,آیت الله نامور حقیقی: غنی سازی ناموس ایران است! #KingRezaPahlavi #CyrusAccords URL
2002kingfox,2002Kingfox,2025-03-05 15:07:15+00:00,tweet,fa,موج هاراگیری اکانتهای چپول و حامی ج ا واقعا قابل توجهه! شما فقط چندتا از معروفهارو میشناسید ولی ما که لیست نسبتا کاملی داریم تقریبا بالای ۸۰% غیرفعال شدن. #CyrusAccords #KingRezaPahlavi‌ #ReturnTheSHAHofİran
2002kingfox,2002Kingfox,2025-03-04 22:33:08+00:00,reply,fa,@USER اینطوری هم نیست که 100% معلوم نباشه. اگر تیم ترامپ موفق بشه حدود یک میلیون مهاجر و مسلمون که پایگاه رای دمکرات‌ها هستن رو اخراج یا جابجا کنه بویژه از ایالتهای کلیدی، تو شرایط نرمال دمکراتها عمرا شانسی نخواهند داشت. #KingRezaPahlavi‌
2002kingfox,2002Kingfox,2025-03-04 22:14:41+00:00,tweet,fa,چنین نوسانات وحشتناکی در سیاستها فقط در یک سیستم جمهوری رخ میده! اولین نشانه پادشاهی ثبات هست. جمهوری یا اسم بهترش چپ‌گرایی، یک ایده وارداتی و غربی به ایران و خاورمیانس! جمهوری و چپ‌گرایی چون اختراع غربه شاید برای اونا خوب باشه. اما تو خاورمیانه از خبرا نبوده و نیست! #جاویدشاه‌ URL
2002kingfox,2002Kingfox,2025-03-04 14:57:14+00:00,tweet,fa,عمو مانوک عزیزم 💙 #رضاشاه_روحت_شاد #KingRezaPahlavi‌ URL
2002kingfox,2002Kingfox,2025-03-04 00:08:57+00:00,reply,fa,ایران در این فرصت تاریخی از خاکستر خود برخواهد خواست! ایران دوباره آباد، آزاد، مقتدر و مرفه خواهد شد. مهیای نبرد آخر شوید! یوسف گمگشته باز آید به کنعان غم مخور کلبه احزان شود روزی گلستان غم مخور #KingRezaPahlavi #پاینده_ایران_جاویدشاه URL
2002kingfox,2002Kingfox,2025-03-03 21:39:24+00:00,tweet,fa,همه تحلیلاشونو کردن آخر شب بیاین بهتون بگم چیشد؟ #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-02 23:24:55+00:00,tweet,fa,علی حمید بیا وسط قرش بده. #NCRIterrorists #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-02 13:51:35+00:00,retweet_with_comment,fa,یادم هست اصرار میکرد حسن خرسه زندس! رویترز رسانه رسمی گلوبالیستها و امت اسلامیه! #NCRIterrorists #CyrusAccords #KingRezaPahlavi
2002kingfox,2002Kingfox,2025-03-02 13:49:17+00:00,retweet_with_comment,fa,این کتاب شرح روابط فرهنگی هخامنشیان و غربیهاست و علاوه بر اینکه یک کتاب تاریخیه یک بیان عالی برای آشنایی با نگرش غربی به فرهنگ ایران باستانه! و ایلان ماسک چرا تبلیغ این کتاب رو میکنه فکر میکنم نیازی به توضیح نداره. #MIGAwithPahlavi #CyrusAccords #ReturnTheSHAHofIran
2002kingfox,2002Kingfox,2025-03-02 13:12:27+00:00,tweet,fa,این اصلا کیه؟؟ از کجا یهو پیداش شده؟؟ چقدر زر میزنه!! نمیتونی برو گمشو دیگه!! برای چی اومدی اصلا؟؟ نمیدونستی؟؟ #CyrusAccords #KingRezaPahlavi URL
2002kingfox,2002Kingfox,2025-03-02 13:03:36+00:00,tweet,fa,خب الان دیگه میدونیم که بایدن دستور داده بود که فرماندهان سنتکام به نیروهای ج ا کاری نداشته باشن. ترامپ این دستور رو لغو کرد! #ننگ_بر_سه_فاسد_ملا_چپی_مجاهد #KingRezaPahlavi #ReturnTheSHAHofIran #NCRIterrorists Long live the SHAH SHAH of Persia HRM Reza Shah the second
2002kingfox,2002Kingfox,2025-02-22 15:00:37+00:00,reply,en,"@USER @USER #KingRezaPahlavi is the leader of Iranians. The Iranian nation is the only nation in the world that has stood by the Israeli nation since the first day of the October 7 crime, because we are the only nation that deeply understands this common pain. FREE IRAN from the REGIME URL"
2expvzwq7llpx4p,2EXPvZWQ7LLPX4P,2025-02-25 13:19:45+00:00,tweet,fa,"""اول ایران، بعدا حزب"" URL"
2expvzwq7llpx4p,2EXPvZWQ7LLPX4P,2024-07-29 07:22:48+00:00,tweet,fa,"زنده ماندن کافی نیست. باید ""زندگی"" کرد. تک تک مردم ایران لیاقت یک زندگی مرفه را دارند. #جاویدشاه URL"
2expvzwq7llpx4p,2EXPvZWQ7LLPX4P,2024-03-16 20:53:09+00:00,tweet,fa,بچه های پادشاهیخواه: شخصا با هشتگ و این جور چیزها مقاربت خاصی نداشتم. ولی امروز این هشتگ در آلمان ترند شد و در چند صفحۀ پر بازدید دیدم که چند نفر به این هشتگ اشاره کرده اند و از خود میپرسند که چه معنا میدهد. نظرم در مورد هشتگ داره کم کم عوض میشه... #KingRezaPahlavi URL
2tosgzcfj8vtsjk,2TOSgzCFJ8VtSJK,2025-03-07 14:39:45+00:00,reply,de,"Deutsche Regierung verhinderte die Einreise vom #KingRezaPahlavi , weil dies iranischen Besatzern- und Unrechts Regime wollte. Und jetzt braucht dieses Mafiosi Regime wieder Geld und zwar viel, um seine Diebe sat zu machen , und wieder irgendwo , vielleicht wieder Syrien Unruhen schüren. Sind immer und ständig Deutsche Regierungen verlängerter Arm dieses Unmensch Regime ? Oder Neue Regierung versucht mit mehr als neunzig Prozent der iranischen Bevölkerung sein und deren Gelder NICHT so einem schrecklichen und Unrechts Regime geben Bitte achten Sie auf Unvorhersehbares Leid der Menschen im Iran, die leider immer noch so ein Ungewolltes Regime dulden müssen"
2tosgzcfj8vtsjk,2TOSgzCFJ8VtSJK,2025-02-07 01:27:56+00:00,reply,qme,@USER #KingRezaPahlavi‌ @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER
2tosgzcfj8vtsjk,2TOSgzCFJ8VtSJK,2025-02-07 00:54:50+00:00,reply,qme,@USER #KingRezaPahlavi‌ @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER
2tosgzcfj8vtsjk,2TOSgzCFJ8VtSJK,2025-02-06 23:24:56+00:00,reply,qme,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #KingRezaPahlavi‌ URL
5anazazana5,5anazazana5,2023-07-07 13:48:25+00:00,tweet,fa,👇ما پسماندگان همان نسل شورشیان57 هستیم! که 44سال پیش، سنگی، ته چاهی به عمق نیم قرن جهل و جور و خفقان انداخت که صد تا عاقل امروز برای بیرون آوردنش دچار مشکل هستند! اما جای تاختن به رژیم آخوندی همچنان مشغول تخریب #رضاشاه_دوم هستیم! چرا؟! چون عقده داریم،#عقده_پهلوی خفه مان کرده! URL
5anazazana5,5anazazana5,2023-07-03 15:21:22+00:00,tweet,fa,🏐تیم #والیبال جاعش امروز وارد لس آنجلس شد. 📢پیرو سخنان اخیر #رضاشاه_دوم مبنی بر راه اندازی #کارزار_سه_ماهه... 🔥هم میهنان ساکن کالیفرنیا میتوانند از این فرصت جهت حضور اعتراضی در سالن مسابقات استفاده حداکثری نموده و آنجا را به کارزار اعتراضی بزرگ بدل نمایند. URL
5anazazana5,5anazazana5,2023-02-27 12:20:40+00:00,tweet,fa,🔥#فوری هم اکنون امروز 8 اسفند🔥 ✅فریاد #جاویدشاه میهن پرستان در #انگلستان، همزمان با آغاز سخنرانی #شاهزاده_رضا_پهلوی، مقابل #پارلمان_بریتانیا. URL
5anazazana5,5anazazana5,2023-01-19 16:38:57+00:00,tweet,fa,"🔥همزمان با شعار ملی مردم #ایذه کوت کن و بگو: «ایران شده آماده، فرمان بده شاهزاده...» 🍄مبارزین عزیزی که فالو ندارمشون اکانت دومم رو فالو کنید و زیر همین توییت نام ناجی ایران رو منشن کنید تا به همتون بک بدم... ""فالو = بک"" #PrinceRezaPahlavi #RezaPahlavi #جاویدشاه URL"
5anazazana5,5anazazana5,2023-01-19 12:49:18+00:00,tweet,fa,🙇‍♀️میگم حالا که #پارلمان_اروپا، سپاه رو تروریستی اعلام کرد، تکلیف اینا چی میشه؟!👇👇 #PrinceRezaPahlavi #RezaPahlavi #جاویدشاه URL
5anazazana5,5anazazana5,2023-01-17 16:22:26+00:00,retweet_with_comment,fa,😏#پهلوی ستیزی بهانست، تجزیه #ایران نشانست... #IRGCterrorists #RezaPahlavi #جاویدشاه @USER URL
6njeli,6njeli,2025-02-28 17:36:59+00:00,tweet,fa,رستوران‌های ایران در دنیای مجازی #KingRezaPahlavi URL
6njeli,6njeli,2025-01-20 22:37:05+00:00,tweet,fa,پادشاه ایران و شاه انگلیس #جاویدشاه URL
6njeli,6njeli,2024-12-10 22:03:14+00:00,tweet,fa,یادتون نره این خاندان حتی بعد از اینکه بهشون خیانت کردید شما را فراموش نکردن و همه جا حامی‌تون بودن جز این خاندان به هیچ بنی‌بشری اعتماد نکنیم #جاوید_شاه URL
6njeli,6njeli,2024-11-03 15:30:57+00:00,tweet,fa,از کجا به کجا رسیدیم 😭😭😭 #جاویدشاه URL
6njeli,6njeli,2024-10-26 05:32:44+00:00,tweet,fa,تصویر لورفته از مقابله پدافند سپاه با موشک های اسرائیل #جاویدشاه
6njeli,6njeli,2024-10-25 15:56:46+00:00,tweet,fa,دیر و زود داره سوخت و سوز نداره !!! #جاویدشاه URL
6njeli,6njeli,2024-10-23 11:59:00+00:00,tweet,fa,رضاشاه دوم : امروز من یک ارتش دارم 🚩 #KingRezaPahlavi URL
6njeli,6njeli,2024-10-22 11:24:09+00:00,tweet,fa,غزه قبل‌از گنده‌گوزی و غزه بعداز گند ه‌گوزی #جاویدشاه URL
6njeli,6njeli,2024-10-19 19:03:24+00:00,tweet,fa,🔆سنوار این‌جوری بگا رفت #جاویدشاه URL
6njeli,6njeli,2024-10-19 18:53:11+00:00,tweet,fa,یحیی سنوار مثل سگ اینجا زندگی می‌کرد !!! #جاویدشاه URL
6njeli,6njeli,2024-10-12 12:05:25+00:00,tweet,fa,دختران تایلندی که به پای آریامهر و شهبانو گل می‌ریزند 🌹🌹🌹 #KingRezaPahlavi URL
6njeli,6njeli,2024-10-01 23:01:51+00:00,tweet,fa,🔆 مردی که خاورمیانه با وجودش امن بود #KingRezaPahlavi URL
6njeli,6njeli,2024-10-01 20:45:44+00:00,tweet,fa,✡️ اسرائیل متحد ماست برای نابودی جمهوری‌اسلامی #KingRezaPahlavi URL
6njeli,6njeli,2024-07-20 20:45:44+00:00,tweet,fa,#جاویدشاه بگذارید فالو کنم 👸 URL
6njeli,6njeli,2023-10-18 10:51:02+00:00,tweet,fa,دورغ پراکنی و بازی کثیف حماس با حمایت ج.ا براشون یه رسوایی دیگه رقم زد. موشک حماس بوده که به پارکینگ بیمارستان المعدانی غزه خورده حالا شما بگید توی یه پارکینگ هزار نفر چطور میتونه کشته شده باشه؟! #HamasTiesWithIRGC URL
____rohi____,____ROHI____,2024-12-13 23:24:27+00:00,tweet,fa,تایملاین باید الان پر باشه از صدای اعتراض #محمدامین_مهدوی_شایسته #KingRezaPahlavi URL
____rohi____,____ROHI____,2024-03-20 14:38:50+00:00,tweet,fa,ایران تو می مانی و عشق تو خواهد ماند #جاویدشاه URL
____rohi____,____ROHI____,2024-03-19 23:45:05+00:00,tweet,fa,نوروز پیروز دوستان وطن پرست من به وجود تک تک شما نگاهبانان وطن زیبا و کهنمون ایران افتخار می کنم. امیدوارم این سال همون سالی باشه که در کوچه های ایران رقص آزادی کنیم. سال نو شادباش نور بر تاریکی پیروز خواهد شد 🪻👑🩵 #جاویدشاه URL
____rohi____,____ROHI____,2024-03-05 09:24:19+00:00,tweet,fa,نسل ما راه خودش رو پیدا کرده #KingRezaPahlavi URL
____rohi____,____ROHI____,2024-03-04 09:39:33+00:00,tweet,fa,شاه یعنی حمایت از همه حتی دشمنان گذشته و حال #KingRezaPahlavi URL
____rohi____,____ROHI____,2024-03-02 14:21:46+00:00,tweet,fa,چه خانواده زیبایی حیف از عمر ما که بی شما به سر شد #KingRezaPahlavi URL
____rohi____,____ROHI____,2024-02-20 08:54:02+00:00,tweet,fa,این مبلمان ‌و دیزاین الان مدرن ترینه این عکس این احساس رو می ده که انگار همین حالا گرفته شده #جاویدشاه یک حقیقته URL
____rohi____,____ROHI____,2023-12-18 16:26:17+00:00,tweet,fa,اومدن پلن کنن پرچم #شیروخورشید رو مصادره کنن، پهلوی وایرال شد #KingRezaPahlavi URL
____rohi____,____ROHI____,2023-05-26 21:30:00+00:00,retweet_with_comment,fa,#ما_کنار_شاهیم هر کسی هم نیست لیاقت نداره از روش رد می شیم #جاویدشاه URL
____rohi____,____ROHI____,2022-10-20 21:29:46+00:00,tweet,fa,پادشاهی با قلبی به وسعت دریا برای ایران #رضاشاه_دوم #قدرت_مردم_متحد URL
__injaneb96,__Injaneb96,2025-02-28 00:18:55+00:00,retweet_with_comment,en,"The MEK is a terrorist cult that supported Saddam Hussein during the Iran-Iraq War, contributing to the killings of at least 16,000 Iranian civilians and a total of 800,000 people. #MEKterrorists URL"
__injaneb96,__Injaneb96,2025-02-27 23:54:07+00:00,retweet_with_comment,en,"This is Masoud Rajavi, the founder of MEK, seated next to Khomeini, the leader of the Islamic Revolution in Iran. More than 150 American lawmakers have chosen to support the terrorist organization MEK. MEK == Islamic Republic URL"
__injaneb96,__Injaneb96,2024-11-16 23:01:32+00:00,reply,fa,@USER باشه تو فکر کن درست میگی ولی پست های من برخلاف خیلیها که پست های قدیمیشون رو پاک کردن سرجاشه😉ذره ای هم برام مهم نیست چی فکر میکنی راجع به من چون گذشته من پاکه پاکه هر اشتباهی هم کردم سرجاشه و پاش وایسادم به جز تهمت دروغ قاسم چک مثبت 🤣 خدافظ✋🏼
_ashkaval_,_AshkAval_,2025-03-09 18:59:57+00:00,tweet,fa,صحبت های پر احساس و تکان دهنده قهرمان #ابول_کورکور میگه محاصرهمون کردن کل محل و کوچه را بستند هیچ راهی نداریم تا آخرش (ایستادیم و میجنگیم) آخرش با جمله پر معنی #ایران_خداحافظ جانش را داد بخاطر ایران و مردمش ! هموطنان؛ ایران خداحافظ یعنی تمام سعیم را گذاشتم برای آزادی ایران 🖤🥀 URL
_ashkaval_,_AshkAval_,2025-03-09 06:58:59+00:00,reply,ar,@USER تا ابد #جاویدشاه #ابول_کورکور #انتقام_میگیریم #KingRezaPahlavi
_ashkaval_,_AshkAval_,2025-03-08 19:53:23+00:00,reply,fa,@USER هموطنان این ویدئو پیامش این هست که آزادی ایران و بازگشت خاندان ایرانساز پهلوی نزدیک است #جاویدشاه‌ #WeStandWithPahlavi
_ashkaval_,_AshkAval_,2025-03-08 19:04:14+00:00,tweet,fa,#فوری کاخ سفید تصاویر محتوای نامه ترامپ به خامنه ای را منتشر کرد #وعده_صادق۳_چی_شد #KingRezaPahlavi
