id,screen_name,user_key,name,description,clean_description,created_at,followers_count,friends_count,favourites_count,listed_count,media_count,statuses_count,status_count,normal_followers_count,user_age,follower_growth_rate,friends_growth_rate,default_profile,default_profile_image,has_custom_timelines,possibly_sensitive,hashtag_in_description,numbers_in_description,no_type_tweet,no_type_retweet_with_comment,no_type_reply,mean_no_media_per_tweet,mean_no_words,no_languages,mean_no_hashtags,mean_favourites_per_tweet,time_between_tweets,tweet_frequency,min_tweets_per_hour,min_tweets_per_day,max_tweets_per_hour,max_tweets_per_day,max_occurence_of_same_gap,unique_mention_rate_per_tweet,mean_user_mentions_per_tweet,retweet_as_tweet_rate,no_retweet_tweets,mean_retweets_per_tweet,description_length,followers_friend_ratio,num_digits_in_name,num_digits_in_username,url_in_description,label_raw,label_binary,has_profile,has_description,has_raw_tweets,has_behavior_temporal,has_graph
1.73865e+18,BlackAdler21,blackadler21,George The Royalist,مشروطه خواه,"کشتار۶۷
 تیر۷۸
 خرداد۸۸
 دی۹۶
 آبان۹۸
 هواپیمای_اوکراینی
 مهسا_امینی
 
 زن_زندگی_آزادی
 نه_به_جمهوری_اسلامی
 
 نه_میبخشیم_نه_فراموش_میکنیم
 
 Freedom for IRAN",2023-12-23T20:04:05+00:00,3312.0,2977.0,135621.0,8.0,4770.0,92680.0,92680.0,1340.0,469.0,2.857143,0.586354,1.0,0.0,0.0,0.0,0.0,0.0,27.0,97.0,167.0,0.997275,12.90736,6.0,1.888283,35.56676,115743.2,197.6119,0.0,0.0,16.0,30.0,80.0,0.354223,1.084469,3421.814815,92389.0,10.99455,11,1.1125293920053745,0,2,0,,,1,1,0,1,0
34713362.0,business,business,Bloomberg,The first word in business news. Singapore newsletter: https://t.co/RtyaUOdLdF Newsletters: https://t.co/nWaCxHSKuU Podcasts: https://t.co/096e9xMbPz,The first word in business news. Singapore newsletter: Newsletters: Podcasts:,2009-04-23T20:05:17+00:00,9627496.0,94.0,4354.0,70350.0,317307.0,1138552.0,1138552.0,9627496.0,5826.0,1652.505,0.016135,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0,6.0,0.0,195.426,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1138551.0,1138551.0,4.0,149,102420.17021276595,0,0,1,,,1,1,0,1,0
1.72377e+18,Tina34832552745,tina34832552745,Tina,"You can't use freedom in a society to shut down freedom.
 I support Crown Prince Reza Pahlavi and 🇮🇱","You can't use freedom in a society to shut down freedom.
  I support Crown Prince Reza Pahlavi and",2023-11-12T18:39:20+00:00,2023.0,3120.0,133805.0,7.0,5836.0,97188.0,97188.0,2023.0,510.0,3.966667,6.117647,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.9,29.3,3.0,0.3,22.2,278071.4,190.5647,0.0,0.0,2.0,4.0,2.0,0.5,0.7,48589.5,97179.0,3.7,100,0.6483974358974359,0,11,0,,,1,1,0,1,0
1.57223e+18,shiny_monarchy,shiny_monarchy,Shiny 💫,Advocate for Monarchy in Iran with HRH @PahlaviReza👑 We call our Shah #KingRezaPahlavi #JavidShah,Advocate for Monarchy in Iran with HRH @PahlaviReza We call our Shah KingRezaPahlavi JavidShah,2022-09-20T14:38:03+00:00,2891.0,3506.0,177101.0,1.0,1514.0,176811.0,176811.0,2891.0,928.0,3.115302,3.778017,1.0,0.0,1.0,0.0,1.0,0.0,6.0,10.0,261.0,0.337912,18.36264,4.0,2.368132,16.34066,60094.87,190.5291,0.0,0.0,30.0,46.0,88.0,0.686813,1.332418,29422.33333,176534.0,4.950549,97,0.8245864232743868,0,0,0,,,1,1,0,1,0
1.75495e+18,AlirezaP76612,alirezap76612,aliTaxi,,,2024-02-06T19:08:25+00:00,1478.0,1372.0,90290.0,3.0,3945.0,76707.0,76707.0,1478.0,424.0,3.485849,3.235849,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,21.28571,1.0,3.142857,108.0,1748162.0,180.9127,0.0,0.0,1.0,2.0,1.0,0.0,0.0,10957.14286,76700.0,24.14286,0,1.0772594752186588,0,5,0,,,1,0,0,1,0
1.6208e+18,MadScience2099,madscience2099,Crazy Scientist,"Fighting for Liberal Democracy, i support Crown Prince @PahlaviReza, Human rights and specially Animal rights. IRAN is my first concern.","Fighting for Liberal Democracy, i support Crown Prince @PahlaviReza, Human rights and specially Animal rights. IRAN is my first concern.",2023-02-01T14:56:42+00:00,896.0,1171.0,256999.0,3.0,1390.0,143480.0,143480.0,896.0,794.0,1.128463,1.474811,1.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,73.0,0.308511,12.19149,5.0,1.93617,12.21277,660627.6,180.7053,0.0,0.0,12.0,21.0,8.0,0.37234,1.776596,28678.6,143393.0,1.180851,136,0.7651579846285226,0,4,0,,,1,1,0,1,0
1.83319e+18,Pirouznaha19831,pirouznaha19831,Pirouznahavandi,previous account: @pirouznahavandi I am still ok!,previous account: @pirouznahavandi I am still ok!,2024-09-09T17:24:56+00:00,238.0,65.0,39838.0,0.0,0.0,37145.0,37145.0,238.0,208.0,1.144231,0.3125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,43.04348,3.0,1.956522,1.173913,225445.2,178.5817,0.0,0.0,2.0,4.0,6.0,0.869565,1.130435,37127.0,37127.0,0.0,49,3.6615384615384614,0,5,0,,,1,1,0,1,0
1.27576e+18,king7851007,king7851007,Mohammed Faizan Shaikh,"🇮🇳Official Twitter Account Of Mohammed Faizan Shaikh🙏 Political Activist & Social Worker🇮🇳
A Poet  (shayri) Writer ✍🏻also🥰","Official Twitter Account Of Mohammed Faizan Shaikh Political Activist & Social Worker
 A Poet (shayri) Writer also",2020-06-24T12:09:13+00:00,10532.0,962.0,297848.0,6.0,3572.0,311402.0,311402.0,10532.0,1746.0,6.032073,0.550974,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,1.0,6.0,139.0,0.0,178.3517,1.0,1.0,1.0,1.0,1.0,0.0,0.0,311401.0,311401.0,113.0,122,10.948024948024948,0,7,0,,,1,1,0,1,0
1.7836e+18,suma01197664932,suma01197664932,su ma,,,2024-04-25T20:38:51+00:00,206.0,12.0,57284.0,1.0,590.0,60299.0,60299.0,206.0,345.0,0.597101,0.034783,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,124.0,0.82716,16.0679,6.0,2.450617,2.598765,31359.81,174.7797,0.0,0.0,10.0,24.0,32.0,0.697531,1.333333,10028.0,60168.0,0.277778,0,17.166666666666668,0,11,0,,,1,0,0,1,0
1.41627e+18,Narxcvi,narxcvi,Narges,,,2021-07-17T05:30:03+00:00,1170.0,124.0,215023.0,2.0,973.0,237252.0,237252.0,1170.0,1358.0,0.861561,0.091311,1.0,0.0,1.0,0.0,0.0,0.0,48.0,260.0,325.0,0.374849,15.70375,5.0,1.394196,3.857316,6469.005,174.7069,0.0,0.0,30.0,50.0,196.0,0.23821,0.943168,4929.5625,236619.0,1.03023,0,9.435483870967742,0,0,0,,,1,0,0,1,0
42290868.0,LaydenRobinson,laydenrobinson,Layden Robinson,"""Don't ever be ashamed of your story.  Somewhere there is someone who will be inspired by it.""
Contact for Social Media Assistance: robinsonderek@hotmail.com","""Don't ever be ashamed of your story. Somewhere there is someone who will be inspired by it.""
 Contact for Social Media Assistance: robinsonderek@hotmail.com",2009-05-24T22:04:27+00:00,85640.0,94204.0,189737.0,1531.0,363412.0,984570.0,984570.0,85640.0,5795.0,14.77826,16.25608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,17.5,2.0,7.0,56.0,875391.0,169.8999,0.0,0.0,2.0,2.0,3.0,0.0,0.0,984568.0,984568.0,20.0,157,0.9090909090909091,0,0,0,,,1,1,0,1,0
1.32445e+18,Sadie_NC,sadie_nc,Sadie,"Happily married, southern girl with strong opinions. Follow if you dare! Repost ≠ endorsement. I do NOT have any other accounts! America First MAGA!🇺🇸","Happily married, southern girl with strong opinions. Follow if you dare! Repost ≠ endorsement. I do NOT have any other accounts! America First MAGA!",2020-11-05T20:18:49+00:00,190496.0,5299.0,123889.0,58.0,9634.0,268861.0,268861.0,190496.0,1612.0,118.1737,3.287221,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,0.0,61171.0,0.0,166.7872,1.0,1.0,1.0,1.0,1.0,0.0,0.0,268860.0,268860.0,21166.0,150,35.94942441970183,0,0,0,,,1,1,0,1,0
1.85722e+18,AmbientArthur,ambientarthur,Arthur 3,☦ 🇺🇸 MAGA | MAHA | Nature | Holiday Spotify Playlists | National Days | IFBVP #EndTheFed 🇺🇸 #NoAmnestyForCOVIDtyranny 🇺🇸 #WeDemandRealElections,MAGA | MAHA | Nature | Holiday Spotify Playlists | National Days | IFBVP EndTheFed NoAmnestyForCOVIDtyranny WeDemandRealElections,2024-11-15T00:16:43+00:00,15871.0,13713.0,38173.0,6.0,8233.0,23389.0,23389.0,15871.0,141.0,112.5603,97.25532,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,583.0,0.072041,72.02916,25.0,17.53002,0.795883,53.22985,165.8794,6.0,67.0,90.0,516.0,19.0,0.0,47.71698,22806.0,22806.0,0.0,143,1.157368920002917,1,0,0,,,1,1,0,1,0
1.57367e+18,Mona20211013,mona20211013,"Mahsa, Omid, Navid, Asra","My Slogans:
#KingRezaPahlavi
#جاویدشاه
#ما_ملت_کبیریم_ایران_رو_پس_میگیریم","My Slogans:
 KingRezaPahlavi
 جاویدشاه
 ما_ملت_کبیریم_ایران_رو_پس_میگیریم",2022-09-24T13:47:28+00:00,533.0,95.0,283464.0,1.0,1985.0,152085.0,152085.0,533.0,924.0,0.57684,0.102814,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,86.0,0.024,23.376,4.0,2.016,8.0,268030.9,164.5942,0.0,0.0,4.0,17.0,36.0,0.4,1.896,151995.0,151995.0,2.288,73,5.610526315789474,0,8,0,,,1,1,0,1,0
1.7481e+18,zall_rosta48131,zall_rosta48131,iran 2 وطن جانم (گرگ خسته سابق),"دسترسی به اکانتم رو فعلا ندارم  (war1344@)،فعلا با همین اکانت میخونمتون

با افتخار طاغوتیم","دسترسی به اکانتم رو فعلا ندارم (war1344@)،فعلا با همین اکانت میخونمتون
 
 با افتخار طاغوتیم",2024-01-18T21:47:14+00:00,227.0,373.0,98502.0,1.0,249.0,71504.0,71504.0,227.0,443.0,0.512415,0.841986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.333333,7.5,4.0,1.166667,1.583333,138842.0,161.4086,0.0,0.0,2.0,4.0,4.0,0.708333,1.208333,71483.0,71483.0,0.416667,90,0.6085790884718498,1,5,0,,,1,1,0,1,0
1.70328e+18,mahraha99,mahraha99,Mah Raha,"در ایران، این دیار کهن و سرزمین شاهان، کوروش، داریوش، نادر، رضاشاه و آریامهر محمدرضاشاه، هرگز شاه نمی میرد.
ما ملت کبیریم
ایران رو پس می گیریم.","در ایران، این دیار کهن و سرزمین شاهان، کوروش، داریوش، نادر، رضاشاه و آریامهر محمدرضاشاه، هرگز شاه نمی میرد.
 ما ملت کبیریم
 ایران رو پس می گیریم.",2023-09-17T05:27:41+00:00,2401.0,1869.0,268074.0,3.0,1991.0,91286.0,91286.0,2401.0,566.0,4.242049,3.30212,1.0,0.0,0.0,0.0,0.0,0.0,17.0,86.0,924.0,0.144404,12.35108,6.0,2.340253,5.08935,24401.31,161.2827,0.0,0.0,24.0,132.0,84.0,0.497292,1.626354,5309.352941,90259.0,1.476534,143,1.2846441947565543,0,2,0,,,1,1,0,1,0
1.57969e+18,Nik_Mirbat,nik_mirbat,Nika@mirbat🤍🕊️,"ما آن شقایقیم که با داغ زاده‌ایم

Book/Tennis/computer/freedom/ 
Economy /human right /love

  (NIKAMIRBAT2 اکانت دوم)","ما آن شقایقیم که با داغ زاده‌ایم
 
 Book/Tennis/computer/freedom/ 
 Economy /human right /love
 
  (NIKAMIRBAT2 اکانت دوم)",2022-10-11T04:17:50+00:00,2568.0,4222.0,206336.0,2.0,2.0,143468.0,143468.0,2568.0,907.0,2.831312,4.654906,1.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,6.0,0.0,8.388889,2.0,1.0,76.83333,759651.1,158.1786,0.0,0.0,2.0,7.0,1.0,0.277778,0.388889,11954.16667,143450.0,28.33333,118,0.6082425390810042,0,0,0,,,1,1,0,1,0
1.60289e+18,QuantumFlux36,quantumflux36,Quantum Flux,"☸🕉✡Ψ🌈 Geopolitics, history, AI, sacred sites, unraveling the web of confusion","Ψ Geopolitics, history, AI, sacred sites, unraveling the web of confusion",2022-12-14T05:05:29+00:00,25830.0,13727.0,113189.0,155.0,509.0,132189.0,132189.0,25830.0,843.0,30.64057,16.28351,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,1.0,2.0,598.0,0.0,156.8078,1.0,1.0,1.0,1.0,1.0,0.0,0.0,132188.0,132188.0,287.0,77,1.8816930137684855,0,2,0,,,1,1,0,1,0
1.04731e+18,Varparideh1,varparideh1,Varparideh👑👑👑,,,2018-10-03T02:18:19+00:00,3458.0,3206.0,89097.0,1.0,1372.0,364196.0,364196.0,3458.0,2376.0,1.455387,1.349327,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,75.0,0.125,7.317308,4.0,1.298077,39.06731,844103.2,153.2811,0.0,0.0,5.0,10.0,17.0,0.548077,1.240385,28008.30769,364108.0,9.25,0,1.0786026200873362,0,1,0,,,1,0,0,1,0
1.851e+18,YouSimDotAI,yousimdotai,YouSim,"Portal to the multiverse of identity, from @plastic_labs 🔮 (Autonomous simulator; CA: 66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump; https://t.co/dFHpfvhWAE)","Portal to the multiverse of identity, from @plastic_labs (Autonomous simulator; CA: 66gsTs88mXJ5L4AtJnWqFW6H2L5YQDRy4W41y6zbpump;",2024-10-28T20:49:34+00:00,6118.0,10.0,117.0,65.0,23986.0,24277.0,24277.0,6118.0,159.0,38.47799,0.062893,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,55.5,1.0,1.5,0.0,30235.5,152.6855,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12137.5,24275.0,0.0,156,611.8,0,0,1,,,1,1,0,1,1
1.82291e+18,rajchx,rajchx,RAJESH SHAH 🔱🇮🇳,"कर्म सबसे बड़ा बाकी प्रभु की ईच्छा
I love Nature 💚 
ना पूछो मुझसे मेरी पहचान मैं तो भस्मधारी हूं 🚩
शिव ही सत्य हैं, शिव अनंत हैं, शिव अनादि हैं, शिव भगवंत हैं","कर्म सबसे बड़ा बाकी प्रभु की ईच्छा
 I love Nature 
 ना पूछो मुझसे मेरी पहचान मैं तो भस्मधारी हूं 
 शिव ही सत्य हैं, शिव अनंत हैं, शिव अनादि हैं, शिव भगवंत हैं",2024-08-12T08:36:11+00:00,6814.0,6555.0,50010.0,0.0,2029.0,35923.0,35923.0,6814.0,236.0,28.87288,27.77542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,11.0,2.0,0.0,152.2161,1.0,1.0,1.0,1.0,1.0,0.0,2.0,35922.0,35922.0,0.0,158,1.0395118230358504,0,0,0,,,1,1,0,1,0
1.8834e+18,WarRioR0107,warrior0107,卐👑卐,#پاینده_ایران #جاویدشاه👑 @PahlaviReza “جنگ هنوز پایان نشده” #زنده_باد_ساواک #ایران_را_پس_میگیریم,پاینده_ایران جاویدشاه @PahlaviReza “جنگ هنوز پایان نشده” زنده_باد_ساواک ایران_را_پس_میگیریم,2025-01-26T06:28:49+00:00,67.0,86.0,15258.0,0.0,122.0,10377.0,10377.0,67.0,69.0,0.971014,1.246377,1.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,96.0,0.522727,16.92614,3.0,3.232955,2.778409,32793.07,150.3913,0.0,0.0,10.0,23.0,70.0,0.3125,2.306818,1711.666667,10270.0,0.920455,96,0.7790697674418605,0,4,0,,,1,1,0,1,0
