train_loss,val_loss
0.4678503232342856,0.6047055959701538
0.41431878436179387,0.6084995329380035
0.4246927485579536,0.6345548391342163
0.43294934147880193,0.6284564852714538
0.4025506008239019,0.6460565149784088
0.40892335914430167,0.6139178931713104
0.42292975244067965,0.6387440860271454
0.39771468014944167,0.6335733890533447
0.39549951042447773,0.6255174815654755
0.4003673522245316,0.6536472260951995
0.3887691490706943,0.6707275986671448
0.38670075294517336,0.6555527865886688
0.3959060538382757,0.6461685299873352
0.40082867940266925,0.7040538132190705
0.40701572526068913,0.6753909349441528
0.39095433411144076,0.6975802183151245
0.3487998587744577,0.6995460033416748
0.39128926893075305,0.6855218410491943
0.3577596793572108,0.7280763268470765
0.35318100949128467,0.7074136137962341
0.34831868254003073,0.7422802746295929
0.3605354577302933,0.7205080330371857
0.38126358531770255,0.7798920035362243
0.33359390639123465,0.71533123254776
0.3680102832260586,0.7451758265495301
0.3615716298421224,0.6989151835441589
0.35393819212913513,0.7275165736675262
0.3449888037783759,0.8014237701892852
0.32639994507744197,0.7743665218353272
0.34007312002636136,0.7192015886306763
0.3309881105309441,0.7895923495292664
0.30339699274017695,0.9164983034133911
0.33664112715494066,0.8981683075428009
0.340035875638326,0.8686841547489166
0.3104133556286494,0.8344269871711731
0.30374394286246525,0.8544859826564789
0.2963065079280308,0.8443194806575776
0.29790389963558744,0.8911169707775116
0.3157875679788135,0.9192672491073608
0.28215704148723963,0.9294496893882751
0.3036451928672336,0.9320327699184418
0.313165202382065,0.9199711382389069
0.3069586768036797,0.8985775530338287
0.30019176928769975,0.8519351124763489
0.30158373358703794,0.8661408185958862
0.292710651244436,1.0251048266887666
0.34632362780116854,0.9313204944133758
0.2621751711482093,0.973395836353302
0.2518157483566375,0.9514216184616089
0.25603279648792177,0.9640317559242249
0.2918241506531125,0.9474074482917786
0.26980636410769965,0.9881198406219482
0.28028753648201626,1.0511984825134277
0.2857470292420614,0.912484633922577
0.2646395571175076,0.9576688051223755
0.24558187488998687,1.0870474457740784
0.26664264854930697,1.0168755054473877
0.26230562868572416,0.9982758283615112
0.24821902563174567,1.0603760838508607
0.2613652987139566,0.9820424616336823
0.2572723428408305,1.1923452496528626
0.24089487535612925,0.9552751243114471
0.24444680483568282,1.039580863714218
0.24679260097798847,1.1124706208705901
0.23209187565814882,1.1492444574832916
0.20316307477298237,1.1897500991821288
0.2222145079147248,1.0915889978408813
0.21055496093772708,1.28446084856987
0.2025752950991903,1.2088241040706635
0.19331015894810358,1.428242301940918
0.22310844560464224,1.2920192539691926
0.19321266490788686,1.2750560820102692
0.19912173918315343,1.3150931775569916
0.2103932084781783,1.4147821903228759
0.26100367130268187,1.3412669122219085
0.20234397160155432,1.4730837523937226
0.1826094254141762,1.4085298657417298
0.18127956542940366,1.3131421744823455
0.19097112296592622,1.4785822629928589
0.19093950199229376,1.4186619520187378
0.199213064852215,1.3709977567195892
0.20896054201182865,1.195447415113449
0.22498506023770287,1.1749628484249115
0.22585631818288848,1.2744254231452943
0.21210657131104244,1.292121374607086
0.18039846934732937,1.5350410640239716
0.21737538739329293,1.4329519748687745
0.17983347035589672,1.424446552991867
0.1977540616478239,1.3737817704677582
0.168507275304624,1.3738045632839202
0.19342248230462983,1.309431254863739
0.1868640354701451,1.4197618186473846
0.1652799482856478,1.6638064980506897
0.16327610399041856,1.5681843340396882
0.1551765681554874,1.637946903705597
0.158934302095856,1.507863837480545
0.18756911389174916,1.3518155097961426
0.15884172135875338,1.551095575094223
0.17601123416707629,1.6252209484577178
0.14980875044351533,1.6299326360225677
0.17936804092356137,1.4138099789619445
0.14471551314705894,1.6350212037563323
0.178633231580967,1.7908010184764862
0.1529869054044996,1.7334780037403106
0.15085385438232196,1.6686123073101045
0.15549790566521032,1.7894493103027345
0.1791802052231062,1.757547128200531
0.1378729125218732,1.875573492050171
0.14610197749875842,1.783495944738388
0.12119576654263906,1.811285489797592
0.13294005234326636,1.9002007603645326
0.16013023718481972,1.7691247701644897
0.13260663123357863,1.77809020280838
0.1556234716304711,1.7581851482391357
0.12095843140213262,1.7613033175468444
0.14645743946589174,1.714985740184784
0.16033603268719854,1.6865543007850647
0.13032475858926773,1.671698260307312
0.16848187343705268,1.5755680680274964
0.14400938082308995,1.7688707292079926
0.11374803100313459,1.8782261490821839
0.14912550887536435,1.942938882112503
0.13462014123797417,2.095901018381119
0.11685891817545607,1.882045966386795
0.14546273524562517,1.8501020908355712
0.1365743415164096,1.8230434596538543
0.12356115540578252,1.8998568415641786
0.1443109011188859,1.7801189422607422
0.11747249144883383,1.7692348957061768
0.12736074156349614,1.7893236875534058
0.14681854329648472,1.8591446280479431
0.1361041030003911,1.9431569516658782
